	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence	actorAR	directorAR	languageAR	countryAR	genreAR	ratingAR	productionAR	distributionAR
1211	Happy Feet Two	2011	PG	7	100	Animation; Comedy; Family	George Miller; Gary Eck(co-director); David Peers(co-director)	Carlos Alazraqui; Lombardo Boyar; Jeffrey Garcia; Johnny A. Sanchez	Mumble the penguin has a problem: his son Erik who is reluctant to dance encounters The Mighty Sven a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces causing him to brings together the penguin nations and their allies to set things right	English	Australia	3 wins & 9 nominations	5.9	46.0	50	63992328.0	Warner Bros. Pictures	18-Nov-11	2011	11	8247515.0	1616.0	7207.0	930.0	135000000	64006466	Warner Bros.	positive	subjective	0.550001383	1.0	0	0	9159624	14504549	31489814	12706625	18199373	12943408
1212	Rush Hour 3	2007	PG-13	13	91	Action; Comedy; Crime	Brett Ratner	Chris Tucker; Jackie Chan; Max von Sydow; Hiroyuki Sanada	After an attempted assassination on Ambassador Han Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads secret leaders Lee also holds secret meetings with a United Nations authority but his personal struggles with a Chinese criminal mastermind named Kenji which reveals that its Lees long-lostbrother But their race will take them across the city from the depths of the Paris underground to the breathtaking heights of the Eiffel Tower as they fight to outrun the worlds most deadly criminals and save the day	English; French; Japanese; Mandarin; Latin	USA; Germany	9 nominations	6.2	18.0	44	140080850.0	New Line Cinema	10-Aug-07	2007	8	257431.0	33.0	185.0	14.0	140000000	140125968	New Line	neutral	subjective	0.804559052	1.0	-3308822	-5135766	32754239	17808743	18782711	9899276	11056127	6926138
1213	Iron Man	2008	PG-13	13	126	Action; Adventure; Sci-Fi	Jon Favreau	Robert Downey Jr.; Terrence Howard; Jeff Bridges; Gwyneth Paltrow	Tony Stark Genius billionaire playboy philanthropist Son of legendary inventor and weapons contractor Howard Stark When Tony Stark is assigned to give a weapons presentation to an Iraqi unit led by Lt Col James Rhodes hes given a ride on enemy lines That ride ends badly when Starks Humvee that hes riding in is attacked by enemy combatants He survives - barely - with a chest full of shrapnel and a car battery attached to his heart In order to survive he comes up with a way to miniaturize the battery and figures out that the battery can power something else Thus Iron Man is born He uses the primitive device to escape from the cave in Iraq Once back home he then begins work on perfecting the Iron Man suit But the man who was put in charge of Stark Industries has plans of his own to take over Tonys technology for other matters	English; Persian; Urdu; Arabic; Hungarian	USA	Nominated for 2 Oscars Another 20 wins & 65 nominations	7.9	94.0	79	318298180.0	Paramount Pictures	2-May-08	2008	5	9037.0	2.0	12.0	4.0	140000000	318412101	Paramount	positive	subjective	0.495067984	1.0	22940011	0	23676597	9575722	21403795	9899276	22280237	20132369
1214	Captain America: The First Avenger	2011	PG-13	13	124	Action; Adventure; Sci-Fi	Joe Johnston	Chris Evans; Hayley Atwell; Sebastian Stan; Tommy Lee Jones	It is 1942 America has entered World War II and sickly but determined Steve Rogers is frustrated at being rejected yet again for military service Everything changes when Dr Erskine recruits him for the secret Project Rebirth Proving his extraordinary courage wits and conscience Rogers undergoes the experiment and his weak body is suddenly enhanced into the maximum human potential When Dr Erskine is then immediately assassinated by an agent of Nazi Germanys secret HYDRA research department (headed by Johann Schmidt aka the Red Skull) Rogers is left as a unique man who is initially misused as a propaganda mascot however when his comrades need him Rogers goes on a successful adventure that truly makes him Captain America and his war against Schmidt begins	English; Norwegian; French	USA	3 wins & 46 nominations	6.9	80.0	66	176636816.0	Paramount Pictures	22-Jul-11	2011	7	2073140.0	1330.0	4431.0	136.0	140000000	176654505	Paramount	negative	subjective	0.885982394	1.0	14009040	0	14259081	9575722	21403795	9899276	22280237	20132369
1215	Exodus: Gods and Kings	2014	PG-13	13	150	Action; Adventure; Drama	Ridley Scott	Christian Bale; Joel Edgerton; John Turturro; Aaron Paul	Epic adventure Exodus: Gods and Kings is the story of one mans daring courage to take on the might of an empire Using state of the art visual effects and 3D immersion Scott brings new life to the story of the defiant leader Moses as he rises up against the Egyptian Pharaoh Ramses setting 600000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues	English	UK; Spain; USA	5 nominations	6.0	28.0	52		20th Century Fox	12-Dec-14	2014	12	451713.0	376.0	849.0	75.0	140000000	65014513	Fox	positive	subjective	0.564962149	1.0	17291611	-24884293	9159624	12752220	20219876	9899276	12579404	13031627
1216	Gods of Egypt	2016	PG-13	13	127	Action; Adventure; Fantasy	Alex Proyas	Brenton Thwaites; John Samaha; Courtney Eaton; Nikolaj Coster-Waldau	Set the merciless god of darkness has taken over the throne of Egypt and plunged the once peaceful and prosperous empire into chaos and conflict Few dare to rebel against him A young thief whose love was taken captive by the god seeks to dethrone and defeat Set with the aid of the powerful god Horus	English	USA; Australia	2 wins & 14 nominations	5.4	15.0	25	31141074.0	Lionsgate	26-Feb-16	2016	2	4634727.0	2792.0	11764.0	1551.0	140000000	31153464	Lionsgate/Summit	positive	subjective	0.476713419	1.0	-8526860	29957634	9159624	24080271	13918947	9899276	8496685	11630608
1217	The BFG	2016	PG	7	117	Adventure; Family; Fantasy	Steven Spielberg	Mark Rylance; Ruby Barnhill; Penelope Wilton; Jemaine Clement	Ten-year-old Sophie is in for the adventure of a lifetime when she meets the Big Friendly Giant Naturally scared at first the young girl soon realizes that the 24-foot behemoth is actually quite gentle and charming As their friendship grows Sophies presence attracts the unwanted attention of Bloodbottler Fleshlumpeater and other giants After traveling to London Sophie and the BFG must convince Queen Elizabeth to help them get rid of all the bad giants once and for all	English	USA; India	4 wins & 20 nominations	6.4	75.0	66	55472665.0	Walt Disney Pictures	1-Jul-16	2016	7	8666093.0	6595.0	29418.0	2093.0	140000000	55483770	Buena Vista	neutral	subjective	0.469397485	1.0	0	31146256	9159624	23884293	27170619	12706625	24295569	24118945
1218	The Mummy: Tomb of the Dragon Emperor	2008	PG-13	13	112	Action; Adventure; Fantasy	Rob Cohen	Brendan Fraser; Jet Li; Maria Bello; John Hannah	Centuries ago the evil Emperor Han was cursed by the sorceress Zi Yuan who transformed him and his army into mummies In 1946 the explorer Rick OConnell and his wife Evelyn OConnell are invited by the British government to take a relic the diamond The Eye of Shangri-La to China The ancient stone is capable of resurrecting the Emperor Han and of pointing the way to Shangri-La and the eternal pool of life When the couple reaches China they meet their son Alex OConnell who has discovered the tomb of Han and Evelyns brother Jonathan Carnahan The OConnells are betrayed by their friend Prof Roger Wilson who is associated with General Yang Yang wants to serve Emperor Han so he resurrects the mummy and they head for Shangri-La The guardian of Hans tomb (and Zis daughter) Lin tells them that the only ways to destroy Han are to prevent him from reaching Shangri-La or by stabbing his heart with a cursed dagger	English; Mandarin; Sanskrit	USA; Germany; China	2 wins & 6 nominations	5.2	12.0	31	101600000.0	Universal Pictures	1-Aug-08	2008	8	3615328.0	2169.0	6722.0	842.0	145000000	102491776	Universal	neutral	subjective	0.447546989	1.0	3553398	31423380	2329402	25083679	13918947	9899276	20852222	24540500
1219	Rise of the Guardians	2012	PG	7	97	Animation; Adventure; Family	Peter Ramsey	Chris Pine; Alec Baldwin; Jude Law; Isla Fisher	When an evil spirit known as Pitch lays down the gauntlet to take over the world the immortal Guardians must join forces for the first time to protect the hopes beliefs and imaginations of children all over the world	English; French	USA	Nominated for 1 Golden Globe Another 14 wins & 31 nominations	7.3	74.0	57	98800000.0	Paramount Studios	21-Nov-12	2012	11	5867885.0	2672.0	16686.0	615.0	145000000	103412758	Paramount (DreamWorks)	neutral	objective	0.483559698	0.999999933	-64704479	0	14027331	9575722	29429955	12706625	-7228379	21139428
1220	How to Train Your Dragon 2	2014	PG	7	102	Animation; Action; Adventure	Dean DeBlois	Jay Baruchel; Cate Blanchett; Gerard Butler; Craig Ferguson	Its been five years since Hiccup and Toothless successfully united dragons and vikings on the island of Berk While Astrid Snotlout and the rest of the gang are challenging each other to dragon races (the islands new favorite contact sport) the now inseparable pair journey through the skies charting unmapped territories and exploring new worlds When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider the two friends find themselves at the center of a battle to protect the peace Now Hiccup and Toothless must unite to stand up for what they believe while recognizing that only together do they have the power to change the future of both men and dragons	English	USA	Nominated for 1 Oscar Another 14 wins & 60 nominations	7.8	91.0	76	147065544.0	20th Century Fox	13-Jun-14	2014	6	9548933.0	10913.0	45130.0	1133.0	145000000	177002924	Fox	neutral	subjective	0.387681544	1.0	12310201	0	9159624	9575722	16178283	12706625	12579404	13031627
1221	Kung Fu Panda 3	2016	PG	7	95	Animation; Action; Adventure	Alessandro Carloni; Jennifer Yuh Nelson	Jack Black; Bryan Cranston; Dustin Hoffman; Angelina Jolie	When Pos long-lost panda father suddenly reappears the reunited duo travels to a secret panda paradise to meet scores of hilarious new panda characters But when the supernatural villain Kai begins to sweep across China defeating all the kung fu masters Po must do the impossible-learn to train a village full of his fun-loving clumsy brethren to become the ultimate band of Kung Fu Pandas	English; Mandarin	China; USA	1 win & 10 nominations	7.1	86.0	66	128341070.0	DreamWorks Animation	29-Jan-16	2016	1	24304675.0	1779.0	89645.0	4340.0	145000000	143528619	Fox	positive	subjective	0.783293426	1.0	-45849406	0	7085005	16850658	16178283	12706625	0	13031627
1222	Flushed Away	2006	PG	7	85	Animation; Adventure; Comedy	David Bowers; Sam Fell	Hugh Jackman; Kate Winslet; Ian McKellen; Jean Reno	Roddy is a decidedly upper-crust society mouse who lives the life of a beloved pet in a posh Kensington flat When a sewer rat named Sid comes spewing out of the sink and decides hes hit the jackpot Roddy schemes to rid himself of the pest by luring him into the whirlpool Sid may be an ignorant slob but hes no fool so it is Roddy who winds up being flushed away into the bustling sewer world of Ratropolis There Roddy meets Rita an enterprising scavenger who works the sewers in her faithful boat the Jammy Dodger Roddy immediately wants out or rather up Rita wants to be paid for her trouble and speaking of trouble the villainous Toad - who royally despises all rodents equally making no distinction between mice and rats--wants them iced literally The Toad dispatches his two hapless hench-rats Spike and Whitey to get the job done When they fail the Toad has no choice but to send to France for his cousin - that dreaded mercenary Le Frog	English	UK; USA	Nominated for 1 BAFTA Film Award Another 6 wins & 13 nominations	6.6	73.0	74	64459316.0	Paramount	3-Nov-06	2006	11	1986489.0	593.0	1761.0	263.0	149000000	64665672	Paramount (DreamWorks)	negative	subjective	0.599336088	1.0	-14217358	-7821178	9159624	12012154	22293110	12706625	-18951050	21139428
1223	Wonder Woman	2017	PG-13	13	141	Action; Adventure; Fantasy	Patty Jenkins	Gal Gadot; Chris Pine; Connie Nielsen; Robin Wright	Diana princess of the Amazons trained to be an unconquerable warrior Raised on a sheltered island paradise when a pilot crashes on their shores and tells of a massive conflict raging in the outside world Diana leaves her home convinced she can stop the threat Fighting alongside man in a war to end all wars Diana will discover her full powers and her true destiny	English; German; Dutch; French; Spanish; Chinese; Greek;  Ancient (to 1453); North American Indian	Hong Kong; China; USA	14 wins & 36 nominations	7.5	92.0	76	412400625.0	Warner Bros. Pictures	2-Jun-17	2017	6	25828898.0	26912.0	223168.0	8678.0	149000000	412563408	Warner Bros.	neutral	subjective	0.797288716	1.0	-23445013	0	64392869	28254134	13918947	9899276	18199373	12943408
