X,title,year,rated,min_age,runtime.min.,genres,director,actors,plot,languages,country,awards,imdbRating,rottenTomatoesRating,metacriticRating,boxoffice,production,ReleaseDate,YearReleased,MonthReleased,viewCount,commentCount,likeCount,dislikeCount,Production.Budget,Domestic.Total.Gross,Distributor,polarity,subjectivity,polarity_confidence,subjectivity_confidence,actorAR,directorAR,languageAR,countryAR,genreAR,ratingAR,productionAR,distributionAR,Domestic.Total.Gross_ln,Domestic.Total.Gross_sqrt,likeCount_ln,dislikeCount_ln,dislikeCount_rc,like_ratio
593,Taken,2008,PG-13,13,93,Action; Crime; Thriller,Pierre Morel,Liam Neeson; Maggie Grace; Leland Orser; Jon Gries,Seventeen year-old Kim is the pride and joy of her father Bryan Mills Bryan is a retired agent who left the Central Intelligence Agency to be near Kim in California Kim lives with her mother Lenore and her wealthy stepfather Stuart Kim manages to convince her reluctant father to allow her to travel to Paris with her friend Amanda When the girls arrive in Paris they share a cab with a stranger named Peter and Amanda lets it slip that they are alone in Paris Using this information an Albanian gang of human traffickers kidnaps the girls Kim barely has time to call her father and give him information Her father gets to speak briefly to one of the kidnappers and he promises to kill the kidnappers if they do not let his daughter go free The kidnapper wishes him good luck so Bryan Mills travels to Paris to search for his daughter and her friend,English; French; Albanian; Arabic,France,2 wins & 2 nominations,7.8,58,50,144924285,20th Century Fox,30-Jan-09,2009,1,4231595,3342,5089,174,25000000,145000989,Fox,positive,subjective,0.576606691,1,318284460,20914388,58281729,4817545,18416293,9899276,12579404,13031627,18.792251121051244,12041.635644712058,8.534836626588833,5.159055299214529,174,29.24712643678161
594,Dance Flick,2009,PG-13,13,83,Action; Comedy; Music,Damien Dante Wayans,Shoshana Bush; Damon Wayans Jr.; Essence Atkins; Affion Crockett,Street dancer Thomas Uncles is from the wrong side of the tracks but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles,English,USA,NA,3.5,18,40,25615792,Paramount Studios,22-May-09,2009,5,7478,0,19,0,25000000,25662155,Paramount,positive,subjective,0.89623642,1,45578091,662155,9159624,9575722,30451607,9899276,-7228379,20132369,17.060527896478092,5065.782762811687,2.9444389791664403,-Inf,1,19
595,Me and Orson Welles,2008,PG-13,13,114,Comedy; Drama,Richard Linklater,Christian McKay; Zac Efron; Zoe Kazan; Megan Maczko,In November 1937 high school student and aspiring thespian Richard Samuels takes a day trip into New York City There he meets and begins a casual friendship with Gretta Adler their friendship based on a shared love and goal of a profession in the creative arts But also on this trip Richard stumbles across the Mercury Theatre and meets Orson Welles who based on an impromptu audition offers Richard an acting job as Lucius in his modern retelling of Julius Caesar which includes such stalwart Mercury Theatre players as Joseph Cotten and George Coulouris Despite others with official roles as producer John Houseman this production belongs to Welles the unofficial/official dictator In other words whatever Welles wants the cast and crew better deliver These requests include everything even those of a sexual nature Welles does not believe in conventions and will do whatever he wants which includes not having a fixed opening date although the unofficial opening date is in one weeks time In turn Welles realizes that his name will either be strengthened or ruined in the theater community by this production Richard is taken under the wing by the productions Jane-of-All-Trades Sonja Jones Known as the Ice Queen by the male cast Sonja deflects much of the unwanted sexual attention by jokingly implying that she and Richard are having a fling which Richard wants nothing more than to be the truth As the end of the week and opening night approaches Richard having seen Welles behavior has to decide if acting in this production is worth it at any cost,English,UK; USA; Isle Of Man,Nominated for 1 BAFTA Film Award Another 5 wins & 26 nominations,6.8,86,73,1070524,Freestyle Releasing,25-Nov-09,2009,11,64471,22,147,5,25000000,1190003,Freestyle Releasing,positive,subjective,0.612318814,1,-31705828,-1214892,9159624,-11797843,17156946,9899276,-13680536,-10093975,13.989466386092937,1090.8725865104504,4.990432586778736,1.6094379124341003,5,29.4
596,The Road,2009,R,17,111,Adventure; Drama,John Hillcoat,Viggo Mortensen; Kodi Smit-McPhee; Robert Duvall; Guy Pearce,Its a post-apocalyptic world several years after whatever the cataclysmic event which has in turn caused frequent quakes as further potential hazards The world is gray and getting quickly grayer as more and more things die off A man and his pre-teen son who was born after the apocalypse are currently on the road their plan to walk to the coast and head south where the man hopes there will be a more hospitable environment in which to live The man has taught his son that they are the good people who have fire in their hearts which in combination largely means that they will not resort to cannibalism to survive The man owns a pistol with two bullets remaining which he will use for murder/suicide of him and his son if he feels that that is a better fate for them than life in the alternative Food and fuel are for what everyone is looking The man has taught his son to be suspect of everyone that they may meet these strangers who out of desperation may not only try to steal what they have managed to scavenge for their own survival but may kill them as food Although life with his father in this world is all the boy has known he may come to his own thoughts as to what it means holistically to be one of the good or one of the bad Meanwhile the man occasionally has thoughts to happier times with his wife/the boys mother before the apocalypse as well as not as happy times with her after the apocalypse and the reason she is no longer with them,English,USA,Nominated for 1 BAFTA Film Award Another 5 wins & 31 nominations,7.3,74,64,8025059,The Weinstein Co./Dimension,25-Nov-09,2009,11,147703,40,100,9,25000000,8117000,Weinstein / Dimension,negative,subjective,0.731194437,1,-31153666,-12121851,9159624,9575722,15097087,8133748,-16883000,1796841,15.909471185743312,2849.0349243208657,4.605170185988092,2.1972245773362196,9,11.11111111111111
597,Up in the Air,2009,R,17,109,Drama; Romance,Jason Reitman,George Clooney; Vera Farmiga; Anna Kendrick; Jason Bateman,Ryan Bingham is a corporate downsizing expert whose cherished life on the road is threatened just as he is on the cusp of reaching ten million frequent flyer miles and just after hes met the frequent-traveler woman of his dreams,English,USA,Nominated for 6 Oscars Another 76 wins & 158 nominations,7.4,91,83,83775048,Paramount Pictures,4-Dec-09,2009,12,1266418,142,1598,62,25000000,83823381,Paramount,neutral,subjective,0.525365949,1,130117112,42559050,9159624,9575722,16688793,8133748,22280237,20132369,18.244222536082926,9155.510963348795,7.37650812632622,4.127134385045092,62,25.774193548387096
598,Dear John,2010,PG-13,13,108,Drama; Romance; War,Lasse Hallström,Channing Tatum; Amanda Seyfried; Richard Jenkins; Henry Thomas,South Carolina US Army Special operations soldier John is on summer leave from his German base visiting his widowed father Being gallant on the pier he befriends college student Savannah a college student and her buddies a terminal father and his angelic son John falls in love with Savannah who diagnoses his beloved gentle but weird father as mildly autistic He plans not to sign up again but 9/11 changes that and she wont wait idly while their friends desperately need help,English,USA,4 wins & 8 nominations,6.3,29,43,796e5,Sony Pictures/Screen Gems,5-Feb-10,2010,2,9961158,4339,23430,682,25000000,80014842,Sony / Screen Gems,neutral,subjective,0.728548646,1,100399103,25650118,9159624,9575722,14077578,9899276,22187903,20762074,18.19772270043052,8945.10156454358,10.061772531501841,6.525029657843462,682,34.354838709677416
599,The Losers,2010,PG-13,13,97,Action; Adventure; Crime,Sylvain White,Jeffrey Dean Morgan; Zoe Saldana; Chris Evans; Idris Elba,A tale of double cross and revenge centered upon the members of an elite US Special Forces unit sent into the Bolivian jungle on a search and destroy mission The team-Clay Jensen Roque Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max Presumed dead the group makes plans to even the score when theyre joined by the mysterious Aisha a beautiful operative with her own agenda Working together they must remain deep undercover while tracking the heavily-guarded Max a ruthless man bent on embroiling the world in a new high-tech global war,English,USA,1 win & 7 nominations,6.4,48,44,234e5,Warner Bros. Pictures,23-Apr-10,2010,4,207841,25,513,20,25000000,23591432,Warner Bros.,neutral,subjective,0.784670055,1,-4060786,23473826,9159624,9575722,16722852,9899276,18199373,12943408,16.976394153229467,4857.101193098616,6.240275845170769,2.995732273553991,20,25.65
600,Love Ranch,2010,R,17,117,Biography; Comedy; Drama,Taylor Hackford,Helen Mirren; Joe Pesci; Sergio Peris-Mencheta; Gina Gershon,In the mid-70s near Reno Grace Bontempo runs the Love Ranch a legal brothel Her husband Charlie with big dreams a felony record and an aptitude for spending and infidelity is the brothels public face On the day Graces doctor tells her she has cancer in an advanced state Charlie takes on new client Argentine boxer Armando Bruza Charlies ticket to fame: he hopes to promote a fight with Ali Because of Charlies felonies Grace is Bruzas titular manager With the IRS and the church ladies circling the business Grace takes the managers role seriously and along the way Bruza charms her Secrets play out: is there love at the Love Ranch? How will Charlie respond?,English,USA; Germany,1 win & 1 nomination,5.7,12,37,134904,E1 Entertainment,30-Jun-10,2010,6,29549,6,59,2,25000000,137885,eOne Entertainment,positive,subjective,0.920589626,1,-51584544,-21122737,9159624,17808743,22168589,8133748,-24862115,-24862115,11.834175283390765,371.3286953630166,4.07753744390572,0.6931471805599453,2,29.5
601,My Soul to Take,2010,R,17,107,Horror; Mystery; Thriller,Wes Craven,Max Thieriot; John Magaro; Denzel Whitaker; Zena Grey,In the sleepy town of Riverton legend tells of a serial killer who swore he would return to murder the seven children born the night he died Now 16 years later people are disappearing again Has the psychopath been reincarnated as one of the seven teens or did he survive the night he was left for dead? Only one of the kids knows the answer Adam Bug Heller (Max Thieriot) was supposed to die on the last night the Riverton Ripper wrecked havoc on that terrifying night Unaware of terrifying crimes being committed to the seven children he has been plagued by nightmares of their murders while not aware if they hold true or if he is simply imagining the images that haunt him But if Bug hopes to save his friends from the monster thats returned he must face an evil that wont restuntil it finishes the job it began the day he was born,English,USA,1 nomination,4.8,9,25,14637490,Universal Pictures,8-Oct-10,2010,10,249923,175,374,29,25000000,14744435,Universal,neutral,subjective,0.701684058,1,-32843095,278672,9159624,9575722,42232052,8133748,20852222,24540500,16.506376281423435,3839.8483042953662,5.924255797414532,3.367295829986474,29,12.89655172413793
602,The Conspirator,2010,PG-13,13,122,Crime; Drama; History,Robert Redford,James McAvoy; Robin Wright; Kevin Kline; Evan Rachel Wood,In the wake of Abraham Lincolns assassination seven men and one woman are arrested and charged with conspiring to kill the President the Vice-President and the Secretary of State The lone woman charged Mary Surratt 42 owns a boarding house where John Wilkes Booth and others met and planned the simultaneous attacks Against the ominous back-drop of post-Civil War Washington newly-minted lawyer Frederick Aiken a 28-year-old Union war-hero reluctantly agrees to defend Surratt before a military tribunal As the trial unfolds Aiken realizes his client may be innocent and that she is being used as bait and hostage in order to capture the only conspirator to have escaped a massive manhunt her own son,English,USA,2 wins & 3 nominations,6.9,55,55,11538204,Roadside Attractions,15-Apr-11,2011,4,12728,9,23,2,25000000,11538204,Roadside Attractions,negative,subjective,0.670149565,1,40856386,-16729471,9159624,9575722,9664989,9899276,-6218107,-5768780,16.261174174349897,3396.7931935871516,3.1354942159291497,0.6931471805599453,2,11.5
603,The Help,2011,PG-13,13,146,Drama,Tate Taylor,Emma Stone; Viola Davis; Bryce Dallas Howard; Octavia Spencer,Set in Mississippi during the 1960s Skeeter (Stone) is a southern society girl who returns from college determined to become a writer but turns her friends lives -- and a Mississippi town -- upside down when she decides to interview the black women who have spent their lives taking care of prominent southern families Aibileen (Davis) Skeeters best friends housekeeper is the first to open up -- to the dismay of her friends in the tight-knit black community Despite Skeeters life-long friendships hanging in the balance she and Aibileen continue their collaboration and soon more women come forward to tell their stories -- and as it turns out they have a lot to say Along the way unlikely friendships are forged and a new sisterhood emerges but not before everyone in town has a thing or two to say themselves when they become unwittingly -- and unwillingly -- caught up in the changing times,English,USA; India; United Arab Emirates,Won 1 Oscar Another 79 wins & 116 nominations,8.1,75,62,169705587,DreamWorks Studios,10-Aug-11,2011,8,819630,405,2330,74,25000000,169708112,Buena Vista,neutral,subjective,0.769310296,1,248823285,67958067,9159624,42946085,5919330,9899276,69904274,24118945,18.94959053106551,13027.206607711416,7.753623546559746,4.30406509320417,74,31.486486486486488
