common_title,poster_path,videoKey,vote_count,original_title,popularity,vote_average,original_language,adult,id,release_date,overview,backdrop_path,genre_ids,video,title
Marmaduke,/gxMMXRLB2qsNpAEwZxtplYe15Ig.jpg,AXXzwy7lDtI,205,Marmaduke,6.544264,5,en,False,38579,2010-06-04,"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",/p4oNj2ew9EvPbywF06iK431nDHL.jpg,,False,Marmaduke
Marwencol,/2XTNSl0nGJp7zniLgIF0vabuRCU.jpg,vNKPEp6aEqQ,20,Marwencol,4.762311,7.1,en,False,52013,2010-03-12,"After a vicious attacks leaves him brain-damaged and broke, Mark Hogancamp seeks recovery in ""Marwencol"", a 1/6th scale World War II-era town he creates in his backyard.",/xYGOZZdZ1Xzf82Ra3q00vp9HOI4.jpg,,False,Marwencol
Megamind,/amXAUSAUrnGuLGEyc1ZNhBvgbnF.jpg,6CJUQr4Vs40,2403,Megamind,24.118979,6.7,en,False,38055,2010-10-28,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",/o6anuGPog9853CPiaPQEMmdBVT0.jpg,,False,Megamind
Middle Men,/vFiSz5iJ8ipcUlb4ZmY7Pl7rXcI.jpg,m3gcb_9Q10E,109,Middle Men,7.113887,6.5,en,False,38842,2009-05-17,"Chronicles Jack Harris, one of the pioneers of internet commerce, as he wrestles with his morals and struggles not to drown in a sea of conmen, mobsters, drug addicts, and pornstars.",/uSIbQYre9c1iqStWzm6MI2v2GyB.jpg,,False,Middle Men
Mirrors 2,/9eRiHmKWJd4qNJzoXqKEUCvHNs5.jpg,b2v4H4vdVrY,130,Mirrors 2,8.029581,5.5,en,False,46441,2010-10-18,"When Max, who is recovering from a traumatic accident, takes a job as a nighttime security guard, he begins to see visions of a young mysterious woman in the store's mirror.",/12T5sdSInLxMEVHFwrb9kyeHI7D.jpg,,False,Mirrors 2
Morning Glory,/bGBS0EUj2BMGcpoxdx190hUj4PY.jpg,s9lWUqraDoU,504,Morning Glory,6.961909,6.2,en,False,38357,2010-01-12,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",/iG9m93hbjXyv2DtJx7e0KzH4SMW.jpg,,False,Morning Glory
Mother and Child,/osN48CyfDUJG5qWXYG5BdMeYE7O.jpg,,53,Mother and Child,6.024873,6.7,en,False,37080,2009-11-07,"The lives of three women have a commonality: adoption. Karen is a physical therapist who regrets that, as a teenager, she gave up her daughter for adoption. Elizabeth was an adopted child and is now a successful lawyer, but her personal life lacks warmth. Lucy and her husband have failed to conceive and now hope to adopt a baby to make their family complete.",/5VKLHR7JzhTMdvcmsFpbFwnmly5.jpg,,False,Mother and Child
My Soul to Take,/96LAzRlBdYyajKRZroLnae9qrpX.jpg,dxA8DWqsHbw,182,My Soul to Take,6.884672,5.3,en,False,43931,2010-10-08,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,/7iLtecAcFPpWXS0bpTBoPWa2ACR.jpg,,False,My Soul to Take
Nanny McPhee Returns,/yBNytVM6U3godvMcwcOQWOvL0f.jpg,hicMZpkl9-w,581,Nanny McPhee and the Big Bang,8.97747,6,en,False,35019,2010-03-26,"Nanny McPhee appears at the door of a harried young mother, Mrs. Isabel Green, who is trying to run the family farm while her husband is away at war. But once she’s arrived, Nanny McPhee discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant, Nanny uses her magic to teach her mischievous charges five new lessons.",/ugZHd1zRu8dIXQwgJXzlKj8s9MM.jpg,,False,Nanny McPhee and the Big Bang
Never Let Me Go,/i5sE6EINofvT7Xq0rpZz9jRbRMS.jpg,sXiRZhDEo8A,939,Never Let Me Go,10.108351,6.8,en,False,42188,2010-09-15,"As children, Kathy, Ruth, and Tommy spend their childhood at an idyllic and secluded English boarding school. As they grow into adults, they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them.",/91usy6D1cqS6xcj7t3gN6wfOBk3.jpg,,False,Never Let Me Go
The Next Three Days,/odZECgJpQSUUK1tOMrkT7LWxSkI.jpg,lti0vfCPZns,1102,The Next Three Days,17.023428,6.9,en,False,43539,2010-11-18,"A married couple's life is turned upside down when the wife is accused of a murder. Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way.",/cGB5Z26ooEFwYdf3fEMZ71RuHGU.jpg,,False,The Next Three Days
Night Catches Us,/19Hpp2GpooohO0DorCR9nGwJ6L7.jpg,hgtAhGOLC-Y,6,Night Catches Us,1.337449,3.9,en,False,48833,2010-12-03,"After growing up during the tumultuous 1960s, ex-Black Panther Marcus returns to his home in Philadelphia in 1976 and reconnects with Pat, the widow of a Panther leader. Marcus befriends Pat's young daughter and attempts to conquer his demons. Interfering with Marcus's good intentions are the neighborhood's continuing racial and social conflicts, as well as old enemies and friends -- both with scores to settle.",/2QOUzJjVAZd4FiBoXzXJd1ap1je.jpg,,False,Night Catches Us
A Nightmare on Elm Street,/sXFlyjfWv544uKOJmPd2vVsaFm9.jpg,Adgp0v_mfTk,1516,A Nightmare on Elm Street,20.739737,7.2,en,False,377,1984-11-14,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...",/3G7Xf2drr2u1jhOPxGR18pl39PX.jpg,,False,A Nightmare on Elm Street
The Other Guys,/b4mYjC8kKx32BnCNBQeDCA76WBd.jpg,D6WOoUG1eNo,1612,The Other Guys,15.822461,6.1,en,False,27581,2010-08-06,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",/awMESdeGymmNYTMhWvjJE5AP61a.jpg,,False,The Other Guys
Our Family Wedding,/yBqiXGeRcKAoS0V6pVUlz1mfWfv.jpg,wKfmsOfYNh8,47,Our Family Wedding,4.832846,5.6,en,False,34563,2010-03-12,"The weeks leading up to a young couple's wedding is comic and stressful, especially as their respective fathers try to lay to rest their feud.",/bcogrgihGyLDnsBT2ckHQCf5Ngm.jpg,,False,Our Family Wedding
Paper Man,/9hxX18PbOZGjcnLeTBjhqKq1YLY.jpg,81naJWXRuSk,115,Paper Man,8.056632,6.1,en,False,39414,2009-06-15,"A coming-of-middle-age comedy that chronicles the unlikely friendship between failed author Richard Dunne and a Long Island teen who teaches him a thing or two about growing up, all under the disapproving eye of his long-suffering wife and his imaginary Superhero friend.",/q2LMq6zuUxygwWaBCYkdiBjEikF.jpg,,False,Paper Man
Paranormal Activity 2,/f11EPBUhWdNh2K4lkL9giISPIVq.jpg,07XbSk7Rjt4,902,Paranormal Activity 2,7.695363,5.6,en,False,41436,2010-10-20,"Just as Dan and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security cameras capture the torment, making every minute horrifyingly real.",/dhaxwFoaOGIKnJiqHl5hndmyU0s.jpg,,False,Paranormal Activity 2
Passion Play,/rp5YsVLlJP1ZxsGDkeLC78olyF4.jpg,T5pYbPytAKM,33,Passion Play,4.01065,5,en,False,38753,2010-09-10,An angel under the thumb of a ruthless gangster is saved by a trumpet player down on his luck.,/8VsLXk9p7QN6aekcjccm9sunlHj.jpg,,False,Passion Play
Percy Jackson & the Olympians: The Lightning Thief,/5NhyXkodMzDRW8uqtPqlxJsoBhf.jpg,xko1Mx5w4tg,2569,Percy Jackson & the Olympians: The Lightning Thief,16.622878,6,en,False,32657,2010-02-01,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",/uHQzRMqhs1bA1fLEP6J1Qc19Nfg.jpg,,False,Percy Jackson & the Olympians: The Lightning Thief
The Perfect Game,/g7QrMumv3q9vYXQ9YTvnYBsQXIz.jpg,0HMND-uvUBE,34,The Perfect Game,4.676285,6.3,en,False,56601,2010-04-01,"Based on a true story, a group of boys from Monterrey, Mexico who become the first non-U.S. team to win the Little League World Series.",/pW3zQEbL0UwVreN2mDD3khsmCes.jpg,,False,The Perfect Game
Piranha 3-D,/q112cRpvz05fg8T2nXMhbH8yPPP.jpg,RdFx7-u4Q68,704,Piranha 3D,8.861729,5.3,en,False,43593,2010-08-20,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",/hFrACHovSTgTqPNH6qyIEj1KUjv.jpg,,False,Piranha 3D
Please Give,/mNBIDYSjskXxTFgYRuwlsFSsyaZ.jpg,zi9WlsYCr-k,69,Please Give,4.709694,6.1,en,False,40247,2010-01-22,"In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.",/jj4B7UrRFLfHLCevBYtXO7RfSBK.jpg,,False,Please Give
Preacher's Kid,/9EMyTixpix6lkx1ouTLHgjW94t9.jpg,,12,Preacher's Kid,2.018833,6.1,en,False,35716,2010-01-29,"Small-town girl Angie King leaves the church and her home to pursue a dream of singing stardom. Luckett plays Angie, the daughter of a stern but loving bishop, whose attraction to the hunky star (Tank) of a traveling gospel show takes her on the road…and into romance, heartbreak and the realization that happiness may lie in the home she left behind.",/2rw3SpnfSh44ny47Zn0XHWmrr85.jpg,,False,Preacher's Kid
Predators,/wdniP8NDaJIydi1hMxhpbJMUfr6.jpg,1Er_EeF2Ozc,1400,Predators,23.403045,6,en,False,34851,2010-07-03,"A mercenary reluctantly leads a motley crew of warriors who soon come to realize they've been captured and deposited on an alien planet by an unknown nemesis. With the exception of a peculiar physician, they are all cold-blooded killers, convicts, death squad members... hunters who have now become the hunted.",/sLn5HvFwLIL7Fof2Jj0JEeJSrGC.jpg,,False,Predators
Prince of Persia: The Sands of Time,/dtjz9Z6MTsuFyrzqdwVB4dgHENA.jpg,bZ7Li5w2I-k,2877,Prince of Persia: The Sands of Time,23.185223,6.2,en,False,9543,2010-05-19,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",/2JK9IllXGo7V2PZzLmclkB5Cf8k.jpg,,False,Prince of Persia: The Sands of Time
Rabbit Hole,/qBhDlqdLZzxqKIXO53vMjpqLgZu.jpg,K9iJH2P96dM,216,Rabbit Hole,7.600699,6.8,en,False,27585,2010-12-16,Life for a happy couple is turned upside down after their young son dies in an accident.,/mXKwU2ucrjMzKP2tC7ITrPp4WPz.jpg,,False,Rabbit Hole
Ramona and Beezus,/frgTT6NrYxwpay91K0D6XR4Cm9P.jpg,6yG4oBdWONM,297,Ramona and Beezus,6.261503,6.2,en,False,38843,2010-07-23,"Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.",/hvDaWWm1fMECcCSvfFUtB8u7NNv.jpg,,False,Ramona and Beezus
The Rebound,/nkkFebe8ZgE843rnTrlaRWJy0g9.jpg,uGyLFdzhw-c,278,The Rebound,9.355365,5.9,en,False,24122,2009-09-16,"Sandy, upon discovering her husband's infidelity while watching her son's birthday video, leaves the suburbs and moves into the city. She gets an apartment that's above a coffee house where she befriends one of the workers, Aram, a guy whose wife only married him so she could get a green card. Aram's family thinks he's wasting his life and education by working in the coffee house. Soon after moving into the apartment, Sandy hires Aram to be her nanny while she takes on work for the first time since her children where born. It isn't long when Aram and Sandy find they get along wonderfully and start to date. But the question is: is their relationship real or is it, in fact, just a rebound for both of them?",/tHskgc02jDVnhsPSmPpfEZeLL5v.jpg,,False,The Rebound
Red,/q2mwTRKrq1etP9S4SZVDIJq0wI2.jpg,-JZ_moituIo,3253,RED,19.299953,6.6,en,False,39514,2010-10-13,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",/1TFEtFxD1M9OvMGlGcSAR5Pg53I.jpg,,False,RED
Remember Me,/rlWRvkApEUM33yOPmzULJwUnAZI.jpg,,1274,Remember Me,11.681804,6.9,en,False,23169,2010-03-12,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",/odKg5tSXB5C6d8IgrAen7Te1pK9.jpg,,False,Remember Me
Repo Men,/owCZCoKCutG7cf3Gu2ykrbfyRnl.jpg,jl9Nvg4yuus,728,Repo Men,7.456043,6.1,en,False,31867,2010-03-18,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",/25Zi1tkl1X2vUkbV9HXTVYu38er.jpg,,False,Repo Men
Resident Evil: Afterlife,/szUA5nI2209cCQIv8iIP6tOw8Rf.jpg,9dc5iiT0f1s,1606,Resident Evil: Afterlife,1.605873,5.8,en,False,35791,2010-09-09,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",/neCo3TGNu508QvrIpcpef6zYJ00.jpg,,False,Resident Evil: Afterlife
Robin Hood,/4gH0vhyOcl7QV3t81653CpWjEB6.jpg,aMcDeNo6KUs,1762,Robin Hood,22.152611,6.2,en,False,20662,2010-05-12,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",/avhEibZxIr8NzHQFBjw3FjLjN7u.jpg,,False,Robin Hood
The Romantics,/2wxdC3GXfujNHn5f19125x5JlmH.jpg,M7N6Hhil_D8,100,The Romantics,6.910851,4.8,en,False,41556,2010-09-10,Seven close friends reunite for the wedding of two of their friends. Problems arise because the bride and the maid of honor have had a long rivalry over the groom.,/1S99RnnYLtUKX0S2OpqvK8IJ2K1.jpg,,False,The Romantics
