Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo - Brazzaville,Congo - Kinshasa,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Macedonia (FYROM),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar (Burma),Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Swaziland,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Turks & Caicos Islands,Tuvalu,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,The 40-Year-Old Virgin,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands
Passion Play,0,0,15,0,0,0,0,0,0,22,0,0,54,31,0,0,0,26,0,0,27,0,0,0,0,0,46,0,0,15,0,0,0,23,0,0,0,0,100,0,0,0,0,0,27,7,0,0,10,0,0,0,0,40,45,0,0,0,47,0,24,0,0,0,0,17,0,0,0,0,0,0,0,0,90,24,0,0,0,0,0,0,31,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,21,53,0,23,17,14,0,43,0,19,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,24,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,15,0,0,0,0,0,21,0,32,0,0,0,0,0,0,0,32,0,43,0,0,0,0,0,12,37,0,33,31,0,0,33,13,0,0,0,0,9,0,37,0,0,45,0,38,0,0,0,54,0,14,0,24,43,0,0,0,0,0,0,0,0,0,0,0,26,28,0,0,12,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,12,27,59,73,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Percy Jackson & the Olympians: The Lightning Thief,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0,0,51,5,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,9,13,0,0,8,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,25,0,2,35,100,0,49,0,0,0,0,0,14,0,0,0,0,17,0,8,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,2,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,7,27,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The Perfect Game,0,0,0,0,0,0,0,0,0,8,0,0,50,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,40,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,71,0,8,0,0,0,23,0,0,0,0,0,10,0,0,0,0,43,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,100,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Piranha 3-D,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,92,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,56,55,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Please Give,0,0,0,0,0,0,0,0,0,7,0,0,26,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,77,20,0,0,31,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,8,9,0,0,9,0,0,0,0,0,17,0,0,0,0,42,0,0,0,0,0,100,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,18,0,0,20,0,0,0,0,0,0,5,0,0,0,0,0,0,0,62,40,40,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Preacher's Kid,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Predators,0,0,0,0,0,0,0,0,0,5,0,0,52,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,100,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,15,0,0,0,18,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,38,9,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,10,5,0,0,38,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,62,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,19,0,15,10,0,0,16,3,0,0,0,0,0,0,0,0,0,28,0,16,0,0,0,23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,37,96,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Prince of Persia: The Sands of Time,0,0,28,0,0,0,0,0,0,9,0,0,11,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,25,0,0,0,42,0,0,0,0,11,0,0,0,0,0,11,3,0,0,8,0,0,0,0,0,48,0,0,0,27,0,13,0,0,0,0,55,0,0,0,62,0,0,0,0,19,3,0,0,0,0,0,0,11,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,11,53,0,42,14,17,11,0,0,26,4,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,24,0,0,0,0,0,19,0,12,0,0,0,0,0,0,0,17,0,95,0,0,0,0,0,0,21,0,17,39,0,0,100,10,0,0,0,0,15,0,50,0,0,15,0,31,27,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,4,0,0,25,0,0,0,0,0,0,18,0,0,0,0,0,0,12,25,13,7,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Rabbit Hole,0,0,0,0,0,0,0,0,0,7,0,0,62,8,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,32,0,0,0,0,0,6,2,0,0,3,0,0,0,0,0,16,0,0,0,10,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,8,8,7,0,25,0,10,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,100,0,46,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,0,20,0,9,12,0,0,14,7,0,0,0,0,5,0,13,0,0,58,0,0,20,0,0,33,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,5,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,3,14,29,39,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Ramona and Beezus,0,0,9,0,0,0,0,0,0,12,0,0,32,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0,30,0,0,0,0,49,0,0,0,0,0,14,2,0,0,8,0,0,0,0,0,15,0,0,0,10,0,11,0,0,19,0,22,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,49,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,13,13,18,0,27,0,19,5,0,1,0,25,0,0,0,0,48,0,0,0,41,0,0,0,0,16,0,0,0,0,0,23,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,11,0,41,0,0,0,0,0,0,0,17,0,42,0,0,0,0,0,10,36,0,6,12,57,61,48,0,0,0,0,0,34,0,29,0,0,27,0,17,25,0,0,22,0,0,0,5,100,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,4,0,0,8,0,0,0,0,80,28,16,0,0,0,0,0,0,0,52,20,49,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The Rebound,0,0,17,0,0,0,0,0,0,11,0,0,68,12,0,0,0,0,0,0,25,0,0,0,0,0,31,0,0,4,0,0,0,20,0,0,0,0,56,0,0,0,0,0,12,7,0,0,6,0,0,0,0,0,38,0,0,0,15,0,31,0,0,0,0,36,0,0,0,0,0,0,0,0,20,7,0,0,0,0,0,0,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,30,24,0,21,9,13,20,58,0,28,18,0,2,0,30,0,0,0,0,33,0,0,0,52,0,0,0,0,18,0,0,0,0,0,24,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,21,0,0,0,0,0,46,0,59,0,0,21,0,0,0,0,44,0,25,0,0,0,0,0,6,100,0,14,23,0,41,55,2,0,0,0,0,24,0,31,0,0,54,0,12,35,0,0,50,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,33,14,0,0,10,0,0,18,0,0,0,0,0,24,11,0,0,0,0,0,0,0,48,47,50,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Red,0,0,0,0,0,0,0,0,0,32,0,0,61,24,0,0,0,0,0,0,18,0,0,0,0,28,50,0,0,27,0,0,0,0,0,0,0,0,61,0,0,0,0,0,34,0,0,0,32,0,0,0,0,28,82,0,0,0,19,0,20,0,0,25,29,10,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,0,13,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,24,16,0,0,50,0,11,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,18,0,51,0,0,17,0,0,0,0,20,0,32,0,0,0,0,0,26,44,0,39,26,0,0,24,6,0,0,0,0,7,0,100,0,0,40,0,18,66,0,0,33,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,6,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,7,22,54,62,34,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Remember Me,0,0,26,0,0,0,0,0,0,24,0,0,48,28,0,0,0,30,0,24,39,0,0,0,0,0,0,0,0,17,0,0,0,40,0,0,0,0,44,0,0,0,0,0,37,7,0,0,16,0,0,0,0,29,38,0,0,0,27,0,29,0,0,0,18,37,0,0,0,0,0,0,0,0,26,31,0,0,0,0,0,65,27,75,0,36,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,26,66,21,0,47,0,22,42,0,6,0,0,18,61,0,0,0,0,0,0,57,0,0,0,0,35,0,0,0,0,0,38,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,33,0,0,0,0,0,31,0,45,0,0,51,0,0,0,0,38,0,36,0,0,0,0,0,15,100,0,30,32,0,0,60,25,0,0,0,0,19,0,37,0,0,45,0,32,29,0,0,68,0,16,0,18,44,0,0,0,0,0,0,0,0,0,0,0,36,27,0,0,17,0,82,19,0,0,0,0,0,49,23,0,0,0,0,0,0,22,33,48,51,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Repo Men,0,0,24,0,0,0,0,0,0,29,0,0,66,40,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,18,0,0,0,26,0,0,0,0,80,0,0,0,0,0,50,8,0,0,24,0,0,0,0,0,42,0,0,0,39,0,46,0,0,0,0,40,0,0,0,68,0,0,0,0,67,71,0,0,0,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,27,75,0,19,11,14,0,77,0,27,41,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,37,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,31,0,0,0,0,0,46,0,100,0,0,0,0,0,0,0,67,0,39,0,0,0,0,0,18,38,0,55,40,78,0,50,9,0,0,0,0,24,0,28,0,0,42,0,52,0,0,0,32,0,15,0,68,0,0,0,0,0,0,0,0,0,0,0,0,53,42,0,0,19,0,0,28,0,0,0,0,0,49,32,0,0,0,0,0,0,0,42,63,71,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Resident Evil: Afterlife,0,0,26,0,0,0,0,0,0,30,0,0,51,54,0,0,0,27,0,0,43,0,0,0,0,0,46,0,0,19,0,0,0,21,0,0,0,0,55,0,0,0,0,0,61,0,0,0,30,0,0,0,0,53,45,0,0,0,48,0,32,0,0,36,31,40,60,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,59,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,31,29,0,35,37,21,0,40,0,18,69,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,58,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,25,0,0,0,0,0,29,0,46,0,0,0,0,0,0,0,38,0,77,0,0,56,0,0,34,99,0,52,53,100,0,46,3,0,0,0,0,32,0,36,0,0,85,0,49,0,0,0,18,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,37,33,0,0,8,0,0,30,0,0,0,0,0,58,23,0,0,0,0,0,0,0,38,54,48,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Robin Hood,0,0,0,0,0,0,0,0,0,5,0,0,8,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,9,0,0,0,2,2,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,2,2,1,0,7,0,2,9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,2,5,0,6,4,0,0,7,0,0,0,0,0,1,0,4,0,0,3,0,4,4,0,0,3,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,19,6,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The Romantics,0,0,16,0,0,0,0,0,0,51,0,0,100,25,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,88,0,0,0,0,0,52,5,0,0,28,0,0,0,0,0,40,0,0,0,16,0,48,0,0,42,0,22,0,0,0,0,0,0,0,0,20,25,0,0,0,0,0,0,19,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,30,26,0,41,20,15,0,60,0,26,33,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,34,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,24,0,0,0,0,0,40,0,60,0,0,0,0,0,0,0,58,0,46,0,0,0,0,0,51,83,0,22,36,0,0,52,0,0,0,0,0,16,0,46,0,0,49,0,22,56,0,0,55,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,43,26,0,0,13,0,0,15,0,0,0,0,0,43,13,0,0,0,0,0,0,0,42,61,82,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The Runaways,0,0,0,0,0,0,0,0,0,74,0,0,81,24,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,90,0,0,0,24,0,0,0,0,100,0,0,0,0,0,73,0,0,0,52,0,0,0,0,68,45,0,0,0,45,0,34,0,0,0,37,13,0,0,0,0,0,0,0,0,40,37,0,0,0,0,0,0,22,0,0,40,0,0,0,0,54,0,0,0,0,0,0,0,21,42,0,10,16,0,0,77,0,26,33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,22,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,19,0,0,0,0,0,27,0,100,0,0,0,0,0,0,0,61,0,15,0,0,0,0,0,34,56,0,39,41,88,0,27,17,0,0,0,0,12,0,28,0,0,50,0,38,0,0,0,45,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,70,24,0,0,8,0,0,12,0,0,0,0,0,0,16,0,0,0,0,0,0,15,27,65,94,56,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Saint John of Las Vegas,0,0,0,0,0,0,0,0,0,39,0,0,26,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,87,33,0,0,0,0,0,0,9,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,100,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,48,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Salt,0,0,0,0,0,0,0,0,0,3,0,0,63,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,26,5,0,0,35,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,50,0,0,36,0,0,0,0,39,0,24,0,0,0,0,0,0,33,0,5,0,0,0,8,2,0,0,0,0,6,0,0,0,0,46,0,0,0,0,0,51,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,31,42,0,0,5,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,42,100,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Saw VII,0,0,17,0,0,0,0,0,0,32,0,0,33,18,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,25,0,0,0,0,19,0,0,0,0,0,67,0,0,0,39,0,0,0,0,0,26,0,0,0,19,0,26,0,0,0,35,34,0,0,0,0,0,0,0,0,74,9,0,0,0,0,0,0,22,0,0,55,0,0,0,0,32,0,0,0,0,0,0,0,0,23,0,11,24,0,13,0,0,21,31,0,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,30,0,29,0,0,0,0,0,52,27,0,24,67,0,0,38,0,0,0,0,0,29,0,0,0,0,30,0,0,34,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,12,0,0,0,0,0,36,8,0,0,0,0,0,0,0,0,27,19,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Scott Pilgrim vs. the World,0,0,0,0,0,0,0,0,0,21,0,0,40,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,12,0,0,0,18,0,0,0,0,85,0,0,0,0,0,43,0,0,0,18,0,0,0,0,0,33,0,0,0,33,0,27,0,0,0,17,12,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,25,20,0,7,6,10,0,79,0,35,21,0,6,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,46,0,0,0,0,0,22,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,20,0,35,0,0,0,0,0,0,0,39,0,9,0,0,0,0,0,17,41,0,11,24,100,0,28,17,0,0,0,0,12,0,27,0,0,42,0,22,0,0,0,12,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,26,12,0,0,18,0,0,18,0,0,0,0,0,0,20,0,0,0,0,0,0,12,23,62,79,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
