	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence
645	Limitless	2011	PG-13	13	105	Mystery; Sci-Fi; Thriller	Neil Burger	Bradley Cooper; Robert De Niro; Abbie Cornish; Andrew Howard	An action-thriller about a writer who takes an experimental drug that allows him to use 100 percent of his mind As one man evolves into the perfect version of himself forces more corrupt than he can imagine mark him for assassination Out-of-work writer Eddie Morras (Cooper) rejection by girlfriend Lindy (Abbie Cornish) confirms his belief that he has zero future That all vanishes the day an old friend introduces Eddie to NZT a designer pharmaceutical that makes him laser focused and more confident than any man alive Now on an NZT-fueled odyssey everything Eddies read heard or seen is instantly organized and available to him As the former nobody rises to the top of the financial world he draws the attention of business mogul Carl Van Loon (De Niro) who sees this enhanced version of Eddie as the tool to make billions But brutal side effects jeopardize his meteoric ascent With a dwindling stash and hit men who will eliminate him to get the NZT Eddie must stay wired long enough to elude capture and fulfill his destiny If he cant he will become just another victim who thought hed found invincibility in a bottle	English; Russian; Italian; Mandarin; French	USA	2 wins & 8 nominations	7.4	69.0	59	79230923.0	Relativity Media	18-Mar-11	2011	3	4211769.0	2246.0	8572.0	172.0	27000000	79249455	Relativity	neutral	subjective	0.509535313	1.0
646	Money Monster	2016	R	17	98	Crime; Drama; Thriller	Jodie Foster	George Clooney; Julia Roberts; Jack O'Connell; Dominic West	In the real-time high stakes thriller Money Monster George Clooney and Julia Roberts star as financial TV host Lee Gates and his producer Patty who are put in an extreme situation when an irate investor who has lost everything (Jack OConnell) forcefully takes over their studio During a tense standoff broadcast to millions on live TV Lee and Patty must work furiously against the clock to unravel the mystery behind a conspiracy at the heart of todays fast-paced high-tech global markets	English; Korean; Icelandic	USA	2 nominations	6.5	57.0	55		Smokehouse Pictures	13-May-16	2016	5	40055.0	19.0	262.0	22.0	27000000	41012075	TriStar	neutral	objective	0.781981111	1.0
647	Lucky Number Slevin	2006	R	17	110	Crime; Drama; Mystery	Paul McGuigan	Josh Hartnett; Bruce Willis; Lucy Liu; Morgan Freeman	In an airport waiting room a man in a wheelchair tells a stranger a story about a fixed horse race in 1979 that resulted in a familys deaths In Manhattan two bookies and the son of a Mob boss die A young man just out of the shower answers the door to a neighbor woman and explains that hes visiting has had a bad week including being mugged and doesnt know where his pal who lives there is The neighbor is chatty shes a coroner Two thugs arrive and believing the visitor to be the guy who lives there take him to see the boss with the dead son who tells him to kill the son of his Mob rival Mistaken identity? What connects the threads? Cops are watching	English	Germany; UK; USA; Canada	5 wins & 4 nominations	7.8		53			7-Apr-06	2006	4	24178.0	0.0	9.0	1.0	27000000	22495466	MGM (Weinstein)	negative	subjective	0.584913611	1.0
648	Martian Child	2007	PG	7	106	Comedy; Drama; Family	Menno Meyjes	John Cusack; Bobby Coleman; Amanda Peet; Sophie Okonedo	Whats the nature of being a parent and of being a child? David is a widower grieving for two years He writes science fiction and was considered weird as a boy He meets Dennis a foster child who claims to be on a mission from Mars stays in a large box all day fears sunlight and wears a belt of flashlight batteries so he wont float away David takes the six-year-old home on a trial His sister and his wifes best friend offer support but the guys are basically alone to figure this out Dennis takes things is expelled and is coached by David in being normal Will the court approve the adoption and will Dennis stay? Can a man become a father and a child become a son?	English	USA	2 nominations	6.8	33.0	48	7486906.0	New Line Cinema	2-Nov-07	2007	11	448864.0	139.0	522.0	28.0	27000000	7500310	New Line	neutral	subjective	0.63865006	1.0
649	Notes on a Scandal	2006	R	17	92	Crime; Drama; Romance	Richard Eyre	Judi Dench; Cate Blanchett; Tom Georgeson; Michael Maloney	The bitter cynical and lonely Barbara Covett is a tough and conservative teacher near to retirement who is loathed by her colleagues and students In the loneliness of her apartment she spends her spare time writing her journal taking care of her old cat Portia and missing her special friend Jennifer Dodd When Sheba Hart joins the high-school as the new art teacher Barbara dedicates her attention to the newcomer writing sharp and unpleasant comments about her behavior and clothes When Barbara helps Sheba in a difficult situation with two students the grateful Sheba invites her to have lunch with her family Sheba introduces her husband and former professor Richard Hart who is about twenty years older than she her rebellious teenager daughter Polly and her son Ben that has Downs Syndrome Barbara becomes close to Sheba but when she accidentally discovers that Sheba is having an affair with the fifteen year-old student Steven Connolly Barbara sees the chance to manipulate and get closer to Sheba hiding the secret from the school headmaster When Portia dies and Sheba does not stay with Barbara in the veterinary office to see Ben in a theater play Barbara plots a Machiavellian revenge against Sheba creating a scandal and consequent turmoil in their lives	English; French	UK	Nominated for 4 Oscars Another 15 wins & 68 nominations	7.4	87.0	73	17400000.0	Fox Searchlight Pictures	27-Dec-06	2006	12	12727.0	0.0	7.0	1.0	27500000	17510118	Fox Searchlight	negative	subjective	0.986404181	1.0
650	Rendition	2007	R	17	122	Drama; Thriller	Gavin Hood	Jake Gyllenhaal; Reese Witherspoon; Meryl Streep; Alan Arkin	After a terrorist bombing kills an American envoy in a foreign country an investigation leads to an Egyptian who has been living in the United States for years and who is married to an American He is apprehended when hes on his way home The US sends him to the country where the incident occurs for interrogation which includes torture An American CIA operative observes the interrogation and is at odds whether to keep it going or to stop it In the meantime the mans wife raises hell to find him despite being pregnant but the person behind this refuses to help or give her any information	English; Arabic	USA	1 win & 2 nominations	6.8	47.0	55	9664316.0	New Line Cinema	19-Oct-07	2007	10	838315.0	283.0	606.0	64.0	27500000	9736045	New Line	negative	subjective	0.500459194	1.0
651	Joyful Noise	2012	PG-13	13	118	Comedy; Drama; Music	Todd Graff	Queen Latifah; Dolly Parton; Keke Palmer; Jeremy Jordan	Joyful Noise is the story of a small town choir out to win a national competition despite overwhelming odds A story of faith and determination by the choir leaders (Queen Latifah and Dolly Parton) and the young talent who give their all to win Gods praise and beat the competition for the grand prize	English	USA	1 nomination	5.7	32.0	44	29000000.0	Warner Bros. Pictures	13-Jan-12	2012	1	6529.0	0.0	1.0	0.0	27500000	30932113	Warner Bros.	neutral	objective	0.675367236	0.999999999
652	Walk the Line	2005	PG-13	13	136	Biography; Drama; Music	James Mangold	Joaquin Phoenix; Reese Witherspoon; Ginnifer Goodwin; Robert Patrick	While growing up in the Great Depression era Johnny Cash takes an interest in music and eventually moves out of his Arkansas town to join the air force in Germany While there he buys his first guitar and writes his own music and proposes to Vivian When they got married they settled in Tennessee and with a daughter he supported the family by being a salesman He discovers a man who can pursue his dreams and ends up getting a record with the boys Shortly after that he was on a short tour promoting his songs and meets the already famous and beautiful June Carter Then as they get on the long-term tours with June the boys and Jerry Lee Lewis they have this unspoken relationship that grows But when June leaves the tour because of his behavior he was a drug addict His marriage was also falling apart and when he sees June years later at an awards show he forces June to tour with them again promising June to support her two kids and herself While the tour goes on the relationship between June and John grow moreand his marriage to his first wife ends June finds out about the drugs and help him overcome it True love and care helped John eventually stop the drug usage and finally proposes to her in front of an audience at a show	English; Russian	USA; Germany	Won 1 Oscar Another 44 wins & 46 nominations	7.9	83.0	72	119317827.0	20th Century Fox	18-Nov-05	2005	11	51190.0	7.0	72.0	4.0	28000000	119519402	Fox	positive	subjective	0.584657311	1.0
653	Role Models	2008	R	17	99	Comedy	David Wain	Seann William Scott; Paul Rudd; Christopher Mintz-Plasse; Bobb'e J. Thompson	Danny and Wheeler well into their 30s lack something: Danny feels stuck hes sour and has driven away his terrific girlfriend Wheeler chases any skirt he sees for empty sex When they get in a fight with a tow-truck driver they choose community service over jail and are assigned to be big brothers - Danny to Augie a geek who loves to LARP (Live Action Role Play) and Wheeler to Ronnie a pint-size foul-mouthed kid After a rocky start things start to go well until both Danny and Wheeler make big mistakes Can the two men figure out how to change enough to be role models to the boys?	English	Germany; USA	1 win & 4 nominations	6.9	78.0	61	67300000.0	Universal Pictures	7-Nov-08	2008	11	467396.0	172.0	530.0	31.0	28000000	67294270	Universal	negative	subjective	0.986245394	1.0
654	The Spy Next Door	2010	PG	7	94	Action; Comedy; Family	Brian Levant	Jackie Chan; Amber Valletta; Madeline Carroll; Will Shadley	Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriends three kids (who havent exactly warmed to their moms beau) When one of the youngsters accidentally downloads a top-secret formula Bobs longtime nemesis a Russian terrorist pays a visit to the family	English	USA	2 nominations	5.4	12.0	27	24268828.0	Lionsgate	15-Jan-10	2010	1	416749.0	50.0	354.0	32.0	28000000	24307086	Lionsgate	neutral	objective	0.780232549	0.999972078
655	30 Minutes or Less	2011	R	17	83	Action; Comedy; Crime	Ruben Fleischer	Jesse Eisenberg; Danny McBride; Aziz Ansari; Nick Swardson	The not so smart Dwayne intends to open a massage parlor with his partner Travis but he does not have money for the investment He decides to hire a hit-man to kill his father The Major who won a large amount of money in the lottery years ago but the killer demands US$ 100000 for the job Dwayne and Travis kidnap the pizza delivery boy Nick and they dress Nick in a vest with a timer and several bombs Then Dwayne tells Nick that he has ten hours to rob US$ 100000 from a bank Once he does he would give Nick the code to release the vest Nick summons his best friend Chet to help him in the heist but the scheme does not work the way Dwayne has plotted	English; Spanish; German	Germany; Canada; USA		6.1	44.0	49	37100000.0	Sony Pictures	12-Aug-11	2011	8	464575.0	429.0	1201.0	51.0	28000000	37053924	Sony / Columbia	negative	subjective	0.460303098	1.0
